0.000000	4
0.100000	644
0.200000	522
0.300000	981
0.400000	385
0.500000	961
0.600000	854
0.700000	424
0.800000	590
0.900000	385
1.000000	390
1.100000	683
1.200000	429
1.300000	424
1.400000	375
1.500000	625
1.600000	620
1.700000	786
1.800000	405
1.900000	712
2.000000	634
2.100000	634
2.200000	795
2.300000	434
2.400000	830
2.500000	356
2.600000	810
2.700000	434
2.800000	595
2.900000	498
3.000000	551
3.100000	566
3.200000	688
3.300000	380
3.400000	615
3.500000	864
3.600000	546
3.700000	454
3.800000	952
3.900000	468
4.000000	981
4.100000	576
4.200000	688
4.300000	385
4.400000	1147
4.500000	629
4.600000	639
4.700000	585
4.800000	766
4.900000	581
5.000000	605
5.100000	878
5.200000	546
5.300000	576
5.400000	439
5.500000	454
5.600000	878
5.700000	395
5.800000	688
5.900000	620
6.000000	537
6.100000	507
6.200000	590
6.300000	625
6.400000	434
6.500000	585
6.600000	517
6.700000	727
6.800000	493
6.900000	781
7.000000	830
7.100000	532
7.200000	366
7.300000	288
7.400000	551
7.500000	805
7.600000	771
7.700000	839
7.800000	468
7.900000	957
8.000000	488
8.100000	371
8.200000	625
8.300000	791
8.400000	747
8.500000	390
8.600000	493
8.700000	708
8.800000	805
8.900000	683
9.000000	605
9.100000	864
9.200000	444
9.300000	551
9.400000	561
9.500000	385
9.600000	722
9.700000	600
9.800000	419
9.900000	659
10.000000	410
10.100000	747
10.200000	502
10.300000	742
10.400000	717
10.500000	424
10.600000	888
10.700000	903
10.800000	468
10.900000	483
11.000000	576
11.100000	502
11.200000	712
11.300000	288
11.400000	756
11.500000	747
11.600000	854
11.700000	737
11.800000	297
11.900000	629
12.000000	678
12.100000	625
12.200000	751
12.300000	590
12.400000	375
12.500000	634
12.600000	517
12.700000	625
12.800000	659
12.900000	668
13.000000	527
13.100000	600
13.200000	664
13.300000	629
13.400000	449
13.500000	541
13.600000	703
13.700000	664
13.800000	1005
13.900000	463
14.000000	781
14.100000	625
14.200000	468
14.300000	336
14.400000	629
14.500000	771
14.600000	410
14.700000	605
14.800000	410
14.900000	732
15.000000	454
15.100000	761
15.200000	615
15.300000	595
15.400000	371
15.500000	751
15.600000	1201
15.700000	668
15.800000	742
15.900000	512
16.000000	703
16.100000	678
16.200001	839
16.299999	566
16.400000	668
16.500000	854
16.600000	795
16.700001	805
16.799999	458
16.900000	341
17.000000	644
17.100000	781
17.200001	527
17.299999	717
17.400000	312
17.500000	634
17.600000	444
17.700001	693
17.799999	683
17.900000	668
18.000000	566
18.100000	629
18.200001	541
18.299999	600
18.400000	747
18.500000	791
18.600000	776
18.700001	864
18.799999	693
18.900000	688
19.000000	727
19.100000	786
19.200001	610
19.299999	585
19.400000	820
19.500000	625
19.600000	493
19.700001	361
19.799999	864
19.900000	551
20.000000	820
20.100000	576
20.200001	566
20.299999	966
20.400000	380
20.500000	781
20.600000	517
20.700001	502
20.799999	664
20.900000	864
21.000000	664
21.100000	678
21.200001	737
21.299999	512
21.400000	664
21.500000	507
21.600000	659
21.700001	546
21.799999	551
21.900000	654
22.000000	668
22.100000	322
22.200001	717
22.299999	722
22.400000	708
22.500000	546
22.600000	449
22.700001	493
22.799999	664
22.900000	1083
23.000000	346
23.100000	493
23.200001	649
23.299999	371
23.400000	688
23.500000	483
23.600000	473
23.700001	727
23.799999	478
23.900000	742
24.000000	825
24.100000	878
24.200001	551
24.299999	454
24.400000	351
24.500000	703
24.600000	717
24.700001	1015
24.799999	571
24.900000	688
25.000000	590
25.100000	688
25.200001	522
25.299999	737
25.400000	502
25.500000	869
25.600000	400
25.700001	668
25.799999	512
25.900000	859
26.000000	493
26.100000	346
26.200001	458
26.299999	561
26.400000	903
26.500000	434
26.600000	673
26.700001	717
26.799999	634
26.900000	644
27.000000	253
27.100000	722
27.200001	551
27.299999	473
27.400000	292
27.500000	639
27.600000	478
27.700001	791
27.799999	756
27.900000	356
28.000000	581
28.100000	634
28.200001	766
28.299999	566
28.400000	683
28.500000	874
28.600000	454
28.700001	605
28.799999	415
28.900000	590
29.000000	698
29.100000	356
29.200001	625
29.299999	527
29.400000	375
29.500000	576
29.600000	610
29.700001	688
29.799999	595
29.900000	395
30.000000	424
30.100000	610
30.200001	498
30.299999	532
30.400000	742
30.500000	747
30.600000	424
30.700001	659
30.799999	512
30.900000	732
31.000000	590
31.100000	488
31.200001	639
31.299999	493
31.400000	454
31.500000	595
31.600000	351
31.700001	795
